id,NAME,GENERIC_NAME,NAME_TYPE,FULL_GENERIC_NAME,FDA_SCHEDULE,VA_CLASS,VA_CATEGORY,CATEGORY
2265,PURPLE DRANK,CODEINE,STREET_NAME,CODEINE WITH PROMETHAZINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2266,SIZZURP,CODEINE,STREET_NAME,CODEINE WITH PROMETHAZINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2267,TEXAS TEA,CODEINE,STREET_NAME,CODEINE WITH PROMETHAZINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2268,ISONIPECAINE,MEPERIDINE,BRAND_NAME,MEPERIDINE;ISONIPECAINE;PETHIDINE,unknown,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2269,PETHIDINE,MEPERIDINE,BRAND_NAME,MEPERIDINE;ISONIPECAINE;PETHIDINE,unknown,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2270,MEPERIDINE,MEPERIDINE,GENERIC_NAME,MEPERIDINE;ISONIPECAINE;PETHIDINE,unknown,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2271,DEMMIES,MEPERIDINE,STREET_NAME,MEPERIDINE;ISONIPECAINE;PETHIDINE,unknown,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2272,PAIN KILLER,MEPERIDINE,STREET_NAME,MEPERIDINE;ISONIPECAINE;PETHIDINE,unknown,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2273,ABSTRAL,FENTANYL,BRAND_NAME,FENTANYL,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2274,ACTIQ,FENTANYL,BRAND_NAME,FENTANYL,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2275,AVINZA,MORPHINE,BRAND_NAME,MORPHINE SULFATE EXTENDED-RELEASE CAPSULES,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2276,BUTRANS,BUPRENORPHINE,BRAND_NAME,BUPRENORPHINE TRANSDERMAL SYSTEM,SCHEDULE III,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2277,DEMEROL,MEPERIDINE,BRAND_NAME,MEPERIDINE;ISONIPECAINE;PETHIDINE,unknown,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2278,DILAUDID,HYDROMORPHONE,BRAND_NAME,HYDROMORPHONE;DIHYDROMORPHINONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2279,DOLOPHINE,METHADONE,BRAND_NAME,METHADONE HYDROCHLORIDE TABLETS,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2280,DURAGESIC,FENTANYL,BRAND_NAME,FENTANYL TRANSDERMAL SYSTEM,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2281,FENTORA,FENTANYL,BRAND_NAME,FENTANYL,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2282,HYSINGLA,HYDROCODONE,BRAND_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2283,METHADOSE,METHADONE,BRAND_NAME,METHADONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2284,AMIDONE,METHADONE,STREET_NAME,METHADONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2285,DOLLIES,METHADONE,STREET_NAME,METHADONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2286,DOLLS,METHADONE,STREET_NAME,METHADONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2287,FIZZIES,METHADONE,STREET_NAME,METHADONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2288,MUD,METHADONE,STREET_NAME,METHADONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2289,RED ROCK,METHADONE,STREET_NAME,METHADONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2290,TOOTISIE ROLL,METHADONE,STREET_NAME,METHADONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2291,MORPHABOND,MORPHINE,BRAND_NAME,MORPHINE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2292,NUCYNTA ER,TAPENTADOL,BRAND_NAME,TAPENTADOL EXTENDED-RELEASE ORAL TABLETS,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2293,ONSOLIS,FENTANYL,BRAND_NAME,FENTANYL,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2294,ORAMORPH,MORPHINE,BRAND_NAME,MORPHINE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2295,OXAYDO,OXYCODONE,BRAND_NAME,OXYCODONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2296,ROXANOL-T,MORPHINE,BRAND_NAME,MORPHINE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2297,SUBLIMAZE,FENTANYL,BRAND_NAME,FENTANYL,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2298,XTAMPZA ER,OXYCODONE,BRAND_NAME,OXYCODONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2299,ZOHYDRO ER,HYDROCODONE,BRAND_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2300,ANEXSIA,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2301,CO-GESIC,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2302,EMBEDA,MORPHINE,BRAND_NAME,MORPHINE SULFATE AND NALTREXONE EXTENDED-RELEASE CAPSULES,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2303,EXALGO,HYDROMORPHONE,BRAND_NAME,HYDROMORPHONE HYDROCHLORIDE EXTENDED-RELEASE TABLETS,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2304,HYCET,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2305,HYCODAN,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING HOMATROPINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2306,HYDROMET,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING HOMATROPINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2307,IBUDONE,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING IBUPROFEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2308,KADIAN,MORPHINE,BRAND_NAME,MORPHINE SULFATE EXTENDED-RELEASE TABLETS,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2309,LIQUICET,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2310,LORCET,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2311,LORCET PLUS,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2312,LORTAB,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2313,MAXIDONE,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2314,MS CONTIN,MORPHINE,BRAND_NAME,MORPHINE SULFATE CONTROLLED-RELEASE TABLETS,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2315,DURAMORPH,MORPHINE,BRAND_NAME,MORPHINE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2316,NORCO,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2317,OPANA ER,OXYMORPHONE,BRAND_NAME,OXYMORPHONE HYDROCHLORIDE EXTENDED-RELEASE TABLETS,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2318,BISCUITS,OXYMORPHONE,STREET_NAME,OXYMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2319,BLUE HEAVEN,OXYMORPHONE,STREET_NAME,OXYMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2320,MRS. O,OXYMORPHONE,STREET_NAME,OXYMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2321,O BOMB,OXYMORPHONE,STREET_NAME,OXYMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2322,OCTAGONS,OXYMORPHONE,STREET_NAME,OXYMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2323,STOP SIGNS,OXYMORPHONE,STREET_NAME,OXYMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2324,OXYCONTIN,OXYCODONE,BRAND_NAME,OXYCODONE HYDROCHLORIDE CONTROLLED-RELEASE TABLETS,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2325,OXYCET,OXYCODONE,BRAND_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2326,PALLADONE,HYDROMORPHONE,BRAND_NAME,HYDROMORPHONE HYDROCHLORIDE EXTENDED-RELEASE CAPSULES,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2327,PERCOCET,OXYCODONE,BRAND_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2328,PERCODAN,OXYCODONE,BRAND_NAME,OXYCODONE CONTAINING ASPIRIN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2329,REPREXAIN,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING IBUPROFEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2330,REZIRA,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING PSEUDOEPHEDRINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2331,ROXICET,OXYCODONE,BRAND_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2332,TARGINIQ ER,OXYCODONE,BRAND_NAME,OXYCODONE CONTAINING NALOXONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2333,TUSSICAPS,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING CHLORPHENIRAMINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2334,TUSSIONEX,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING CHLORPHENIRAMINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2335,TUZISTRA XR,CODEINE,BRAND_NAME,CODEINE CONTAINING CHLORPHENIRAMINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2336,TYLENOL #3 AND #4,CODEINE,BRAND_NAME,CODEINE CONTAINING ACETAMINOPHEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2337,VICODIN,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2338,VICODIN ES,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2339,VICODIN HP,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2340,VICOPROFEN,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING IBUPROFEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2341,VITUZ,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING CHLORPHENIRAMINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2342,XARTEMIS XR,OXYCODONE,BRAND_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2343,XODOL,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2344,ZOLVIT,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2345,ZUTRIPRO,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING CHLORPHENIRAMINE AND PSEUDOEPHEDRINE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2346,ZYDONE,HYDROCODONE,BRAND_NAME,HYDROCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
2347,FENTANYL,FENTANYL,BRAND_NAME,FENTANYL EXTENDED-RELEASE TRANSDERMAL SYSTEM,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
2348,LYSERGIC ACID DIETHYLAMIDE,LYSERGIC ACID DIETHYLAMIDE,GENERIC_NAME,LYSERGIC ACID DIETHYLAMIDE,SCHEDULE I,unknown,unknown,DRUG
2349,LSD,LYSERGIC ACID DIETHYLAMIDE,STREET_NAME,LYSERGIC ACID DIETHYLAMIDE,SCHEDULE I,unknown,unknown,DRUG
2350,LUCY,LYSERGIC ACID DIETHYLAMIDE,STREET_NAME,LYSERGIC ACID DIETHYLAMIDE,SCHEDULE I,unknown,unknown,DRUG
2351,ACID,LYSERGIC ACID DIETHYLAMIDE,STREET_NAME,LYSERGIC ACID DIETHYLAMIDE,SCHEDULE I,unknown,unknown,DRUG
2352,BLOTTER,LYSERGIC ACID DIETHYLAMIDE,STREET_NAME,LYSERGIC ACID DIETHYLAMIDE,SCHEDULE I,unknown,unknown,DRUG
2353,DOTS,LYSERGIC ACID DIETHYLAMIDE,STREET_NAME,LYSERGIC ACID DIETHYLAMIDE,SCHEDULE I,unknown,unknown,DRUG
2354,ELECTRIC KOOL AID,LYSERGIC ACID DIETHYLAMIDE,STREET_NAME,LYSERGIC ACID DIETHYLAMIDE,SCHEDULE I,unknown,unknown,DRUG
2355,LUCY IN THE SKY WITH DIAMONDS,LYSERGIC ACID DIETHYLAMIDE,STREET_NAME,LYSERGIC ACID DIETHYLAMIDE,SCHEDULE I,unknown,unknown,DRUG
2356,PURPLE HAZE,LYSERGIC ACID DIETHYLAMIDE,STREET_NAME,LYSERGIC ACID DIETHYLAMIDE,SCHEDULE I,unknown,unknown,DRUG
2357,SUGAR CUBES,LYSERGIC ACID DIETHYLAMIDE,STREET_NAME,LYSERGIC ACID DIETHYLAMIDE,SCHEDULE I,unknown,unknown,DRUG
2358,YELLOW SUNSHINE,LYSERGIC ACID DIETHYLAMIDE,STREET_NAME,LYSERGIC ACID DIETHYLAMIDE,SCHEDULE I,unknown,unknown,DRUG
2359,PSILOCYBIN,PSILOCYBIN,GENERIC_NAME,PSILOCYBIN,unknown,unknown,unknown,unknown
2360,PSILOCIN,PSILOCYBIN,BRAND_NAME,PSILOCYBIN,unknown,unknown,unknown,unknown
2361,MUSHROOMS,PSILOCYBIN,STREET_NAME,PSILOCYBIN,unknown,unknown,unknown,unknown
2362,SHROOMS,PSILOCYBIN,STREET_NAME,PSILOCYBIN,unknown,unknown,unknown,unknown
2363,SHROOMIES,PSILOCYBIN,STREET_NAME,PSILOCYBIN,unknown,unknown,unknown,unknown
2364,MAGIC MUSHROOMS,PSILOCYBIN,STREET_NAME,PSILOCYBIN,unknown,unknown,unknown,unknown
2365,ALICE,PSILOCYBIN,STREET_NAME,PSILOCYBIN,unknown,unknown,unknown,unknown
2366,BOOMERS,PSILOCYBIN,STREET_NAME,PSILOCYBIN,unknown,unknown,unknown,unknown
2367,CAPS,PSILOCYBIN,STREET_NAME,PSILOCYBIN,unknown,unknown,unknown,unknown
2368,COW PATTIES,PSILOCYBIN,STREET_NAME,PSILOCYBIN,unknown,unknown,unknown,unknown
2369,FUNGUS,PSILOCYBIN,STREET_NAME,PSILOCYBIN,unknown,unknown,unknown,unknown
2370,HONGOS,PSILOCYBIN,STREET_NAME,PSILOCYBIN,unknown,unknown,unknown,unknown
2371,MAGIC,PSILOCYBIN,STREET_NAME,PSILOCYBIN,unknown,unknown,unknown,unknown
2372,MUSHIES,PSILOCYBIN,STREET_NAME,PSILOCYBIN,unknown,unknown,unknown,unknown
2373,PIZZA TOPPINGS,PSILOCYBIN,STREET_NAME,PSILOCYBIN,unknown,unknown,unknown,unknown
2374,TWEEZES,PSILOCYBIN,STREET_NAME,PSILOCYBIN,unknown,unknown,unknown,unknown
2375,LORAZEPAM,LORAZEPAM,GENERIC_NAME,LORAZEPAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
2376,ANTIVAN,LORAZEPAM,BRAND_NAME,LORAZEPAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
2377,CANDY,LORAZEPAM,STREET_NAME,LORAZEPAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
2378,DOWNERS,LORAZEPAM,STREET_NAME,LORAZEPAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
2379,SLEEPING PILLS,LORAZEPAM,STREET_NAME,LORAZEPAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
2380,TRANKS,LORAZEPAM,STREET_NAME,LORAZEPAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
2381,TRIAZOLAM,TRIAZOLAM,GENERIC_NAME,TRIAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
2382,HALCION,TRIAZOLAM,BRAND_NAME,TRIAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
2383,CANDY,TRIAZOLAM,STREET_NAME,TRIAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
2384,DOWNERS,TRIAZOLAM,STREET_NAME,TRIAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
2385,SLEEPING PILLS,TRIAZOLAM,STREET_NAME,TRIAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
2386,TRANKS,TRIAZOLAM,STREET_NAME,TRIAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
2387,CHLORDIAZEPOXIDE,CHLORDIAZEPOXIDE,GENERIC_NAME,CHLORDIAZEPOXIDE,SCHEDULE IV,CN900,"CNS MEDICATIONS,OTHER","CNS MEDICATIONS,OTHER"
2388,LIBRIUM,CHLORDIAZEPOXIDE,BRAND_NAME,CHLORDIAZEPOXIDE,SCHEDULE IV,CN900,"CNS MEDICATIONS,OTHER","CNS MEDICATIONS,OTHER"
2389,CANDY,CHLORDIAZEPOXIDE,STREET_NAME,CHLORDIAZEPOXIDE,SCHEDULE IV,CN900,"CNS MEDICATIONS,OTHER","CNS MEDICATIONS,OTHER"
2390,DOWNERS,CHLORDIAZEPOXIDE,STREET_NAME,CHLORDIAZEPOXIDE,SCHEDULE IV,CN900,"CNS MEDICATIONS,OTHER","CNS MEDICATIONS,OTHER"
2391,SLEEPING PILLS,CHLORDIAZEPOXIDE,STREET_NAME,CHLORDIAZEPOXIDE,SCHEDULE IV,CN900,"CNS MEDICATIONS,OTHER","CNS MEDICATIONS,OTHER"
2392,TRANKS,CHLORDIAZEPOXIDE,STREET_NAME,CHLORDIAZEPOXIDE,SCHEDULE IV,CN900,"CNS MEDICATIONS,OTHER","CNS MEDICATIONS,OTHER"
2393,FLUNITRAZEPAM,FLUNITRAZEPAM,GENERIC_NAME,FLUNITRAZEPAM,SCHEDULE IV,unknown,unknown,BENZODIAZEPINE
2394,ROHYPNOL,FLUNITRAZEPAM,BRAND_NAME,FLUNITRAZEPAM,SCHEDULE IV,unknown,unknown,BENZODIAZEPINE
2395,CIRCLES,FLUNITRAZEPAM,STREET_NAME,FLUNITRAZEPAM,SCHEDULE IV,unknown,unknown,BENZODIAZEPINE
2396,DATE RAPE DRUG,FLUNITRAZEPAM,STREET_NAME,FLUNITRAZEPAM,SCHEDULE IV,unknown,unknown,BENZODIAZEPINE
2397,FORGET-ME PILL,FLUNITRAZEPAM,STREET_NAME,FLUNITRAZEPAM,SCHEDULE IV,unknown,unknown,BENZODIAZEPINE
2398,LA ROCHA,FLUNITRAZEPAM,STREET_NAME,FLUNITRAZEPAM,SCHEDULE IV,unknown,unknown,BENZODIAZEPINE
2399,LUNCH MONEY,FLUNITRAZEPAM,STREET_NAME,FLUNITRAZEPAM,SCHEDULE IV,unknown,unknown,BENZODIAZEPINE
2400,MEXICAN VALIUM,FLUNITRAZEPAM,STREET_NAME,FLUNITRAZEPAM,SCHEDULE IV,unknown,unknown,BENZODIAZEPINE
2401,MIND ERASER,FLUNITRAZEPAM,STREET_NAME,FLUNITRAZEPAM,SCHEDULE IV,unknown,unknown,BENZODIAZEPINE
2402,ROOFIES,FLUNITRAZEPAM,STREET_NAME,FLUNITRAZEPAM,SCHEDULE IV,unknown,unknown,BENZODIAZEPINE
2403,WOLFIES,FLUNITRAZEPAM,STREET_NAME,FLUNITRAZEPAM,SCHEDULE IV,unknown,unknown,BENZODIAZEPINE
2404,DIAZEPAM,DIAZEPAM,GENERIC_NAME,DIAZEPAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
2405,VALIUM,DIAZEPAM,BRAND_NAME,DIAZEPAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
2406,EGGS,DIAZEPAM,STREET_NAME,DIAZEPAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
2407,JELLIES,DIAZEPAM,STREET_NAME,DIAZEPAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
2408,MOGGIES,DIAZEPAM,STREET_NAME,DIAZEPAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
